[INFO] [1788767781.801739644] [waypoint_marker_publisher]: converting /waypoints to RViz marker /waypoint_markers
[INFO] [1788767782.824048418] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
[INFO] [1788767783.821023164] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
[INFO] [1788767784.824680417] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
[INFO] [1788767785.822827365] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
[INFO] [1788767786.820760793] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
[INFO] [1788767787.825968497] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
[INFO] [1788767788.821304430] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
[INFO] [1788767789.825356925] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
[INFO] [1788767790.826034849] [waypoint_marker_publisher]: published RViz marker with 4 point(s)
