[INFO] [1788764767.394082724] [cpp_distance_subscriber]: C++ subscriber listening on /turtle_distance
[INFO] [1788764783.875083315] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764783.975328160] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.075348609] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.175373300] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.275158456] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.375147220] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.475494020] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.575157281] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.675136951] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.775261311] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.875464433] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764784.975051126] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.075012680] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.175093406] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.275222237] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.375434525] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.475151434] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.565731443] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.615598754] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.665448658] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.715661805] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.765562697] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.815521139] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.865579226] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.915597005] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764785.965560072] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.015594369] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.065764277] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.115517999] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.165621906] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.215530284] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.265527147] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.315742513] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.365675880] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.415501599] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.465514737] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.515552275] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.565636793] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.615571888] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.665625334] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.715728579] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.765560869] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.815445702] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.865532198] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.915481132] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764786.965634995] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.015627223] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.065569343] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.115751412] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.165808634] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.215697456] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.265604787] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.315552275] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.365810137] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.415878680] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.465593272] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.515565217] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.565852170] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.615741454] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.665763997] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.715512392] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.765598737] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.815638083] [cpp_distance_subscriber]: C++ received distance: 7.841 m
[INFO] [1788764787.865700293] [cpp_distance_subscriber]: C++ received distance: 7.841 m
